url,interval,time
https://www.youtube.com/watch?v=ieA3BIOyTqs,1:08-42:26,41
https://www.youtube.com/watch?v=UmDr_Vquc6A,6:07-30:00,24
https://www.youtube.com/watch?v=alc_x49hLuw,4:00-21:28,17
https://www.youtube.com/watch?v=X8LTyWI3A2o,6:44-30:00,23
https://www.youtube.com/watch?v=87ilzMZmRa4,4:15-21:30,17
https://www.youtube.com/watch?v=muO9otdlyuE,23:43-37:00,14
https://www.youtube.com/watch?v=l3bOnQH1jYY,0:10-32:00,32
https://www.youtube.com/watch?v=zAN50RL-GZY,0:00-26:12,26
https://www.youtube.com/watch?v=eMLs9XkrVj0,0:52-51:08,50
